source_code,src_db_name,src_table_name,ods_table_name,col_name,col_type,col_comm,core_tag,ext_tags,ref_table,ref_column,join_miss_rate,agg_suggest,unit,time_role,scd_type,complex_type,fact_candidate,evidence_score,confidence,review_status,reason,updated_at
yummy001,yummy,business_evaluation_cost_consulting,ods_yummy_business_evaluation_cost_consulting,payment_review_timeliness_and_accuracy_score,varchar(255),【商务配合】：付款审核及时性及准确性（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款审核及时性及准确性（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,ods_yummy_business_evaluation_cost_consulting,payment_review_timeliness_and_accuracy_basis,varchar(255),【商务配合】：付款审核及时性及准确性-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款审核及时性及准确性-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,ods_yummy_business_evaluation_cost_consulting,rationalization_suggestions_bonus_score,varchar(255),【商务配合】：合理化建议情况加分项,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：合理化建议情况加分项,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,ods_yummy_business_evaluation_cost_consulting,rationalization_suggestions_bonus_basis,varchar(255),【商务配合】：合理化建议情况加分项-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：合理化建议情况加分项-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_cost_consulting,ods_yummy_business_evaluation_cost_consulting,attachment,varchar(255),附件,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:附件路径/链接,2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,project_to_be_evaluated,varchar(255),待评分项目,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:待评分项目标识,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,is_assessment_completed,varchar(255),是否已完成评估,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:是否已完成评估,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,evaluator,varchar(255),评分人员,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名+注释:评分人名称,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,business_evaluation_total_score,varchar(255),业务评价总分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:业务评价总分,评价总分跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,contract_amount,varchar(255),合同金额,可加度量,,,,,sum,元,,,,Y(初判),3,中,pending,"注释:合同金额,可跨维度求和",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,our_company_entity,varchar(255),我司主体,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:我司主体,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,supplier_name,varchar(255),供应商名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商名称,事实表退化维度(无独立供应商ID)",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,project_type,varchar(255),项目类型,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目类型,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,project_name,varchar(255),项目名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目名称,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,project_stage,varchar(255),项目阶段,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目阶段,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,contract_performance_score,varchar(255),【商务配合】：合同履约（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：合同履约（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,contract_performance_basis,varchar(255),【商务配合】：合同履约-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：合同履约-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,quotation_visa_score,varchar(255),【商务配合】：报价、签证（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：报价、签证（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,quotation_visa_basis,varchar(255),【商务配合】：报价、签证-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：报价、签证-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,payment_terms_score,varchar(255),【商务配合】：付款条件（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款条件（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,payment_terms_basis,varchar(255),【商务配合】：付款条件-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款条件-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,payment_request_score,varchar(255),【商务配合】：请款（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：请款（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,payment_request_basis,varchar(255),【商务配合】：请款-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：请款-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,business_contract_dispute_score,varchar(255),【商务配合】：商务合同纠纷（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：商务合同纠纷（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,business_contract_dispute_basis,varchar(255),【商务配合】：商务合同纠纷-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：商务合同纠纷-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,design_change_cost_score,varchar(255),【设计质量】：设计变更费用（30分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【设计质量】：设计变更费用（30分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,design_change_cost_basis,varchar(255),【设计质量】：设计变更费用-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【设计质量】：设计变更费用-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,project_budget_score,varchar(255),【设计质量】：工程概算（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【设计质量】：工程概算（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,project_budget_basis,varchar(255),【设计质量】：工程概算-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【设计质量】：工程概算-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_design,ods_yummy_business_evaluation_design,attachment,varchar(255),附件,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:附件路径/链接,2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,project_to_be_evaluated,varchar(255),待评分项目,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:待评分项目标识,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,is_assessment_completed,varchar(255),是否已完成评估,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:是否已完成评估,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,evaluator,varchar(255),评分人员,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名+注释:评分人名称,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,business_evaluation_total_score,varchar(255),业务评价总分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:业务评价总分,评价总分跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,contract_amount,varchar(255),合同金额,可加度量,,,,,sum,元,,,,Y(初判),3,中,pending,"注释:合同金额,可跨维度求和",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,our_company_entity,varchar(255),我司主体,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:我司主体,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,supplier_name,varchar(255),供应商名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商名称,事实表退化维度(无独立供应商ID)",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,project_type,varchar(255),项目类型,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目类型,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,project_name,varchar(255),项目名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目名称,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,project_stage,varchar(255),项目阶段,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目阶段,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,bidding_contract_score,varchar(255),【商务配合】：招标合同（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：招标合同（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,bidding_contract_basis,varchar(255),【商务配合】：招标合同-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：招标合同-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,quotation_visa_score,varchar(255),【商务配合】：报价、签证（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：报价、签证（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,quotation_visa_basis,varchar(255),【商务配合】：报价、签证-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：报价、签证-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,payment_terms_score,varchar(255),【商务配合】：付款条件（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款条件（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,payment_terms_basis,varchar(255),【商务配合】：付款条件-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款条件-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,payment_request_score,varchar(255),【商务配合】：请款（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：请款（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,payment_request_basis,varchar(255),【商务配合】：请款-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：请款-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,business_contract_dispute_score,varchar(255),【商务配合】：商务合同纠纷（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：商务合同纠纷（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,business_contract_dispute_basis,varchar(255),【商务配合】：商务合同纠纷-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：商务合同纠纷-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,labor_dispute_score,varchar(255),【商务配合】：劳务纠纷（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：劳务纠纷（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,labor_dispute_basis,varchar(255),【商务配合】：劳务纠纷-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：劳务纠纷-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,settlement_documents_score,varchar(255),【商务配合】：结算资料（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：结算资料（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,settlement_documents_basis,varchar(255),【商务配合】：结算资料-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：结算资料-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,engineering_change_score,varchar(255),【商务配合】：工程变更（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：工程变更（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,engineering_change_basis,varchar(255),【商务配合】：工程变更-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：工程变更-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,malicious_overestimation_of_budget_score,varchar(255),【商务配合】：恶意高估预算（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：恶意高估预算（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,malicious_overestimation_of_budget_basis,varchar(255),【商务配合】：恶意高估预算-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：恶意高估预算-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_general_contracting,ods_yummy_business_evaluation_general_contracting,attachment,varchar(255),附件,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:附件路径/链接,2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,project_to_be_evaluated,varchar(255),待评分项目,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:待评分项目标识,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,is_assessment_completed,varchar(255),是否已完成评估,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:是否已完成评估,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,evaluator,varchar(255),评分人员,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名+注释:评分人名称,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,business_evaluation_total_score,varchar(255),业务评价总分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:业务评价总分,评价总分跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,contract_amount,varchar(255),合同金额,可加度量,,,,,sum,元,,,,Y(初判),3,中,pending,"注释:合同金额,可跨维度求和",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,our_company_entity,varchar(255),我司主体,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:我司主体,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,supplier_name,varchar(255),供应商名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商名称,事实表退化维度(无独立供应商ID)",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,project_type,varchar(255),项目类型,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目类型,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,project_name,varchar(255),项目名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目名称,事实表中退化维度",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,project_stage,varchar(255),项目阶段,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目阶段,枚举/状态类字段",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,bidding_contract_score,varchar(255),【商务配合】：招标合同（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：招标合同（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,bidding_contract_basis,varchar(255),【商务配合】：招标合同-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：招标合同-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,quotation_visa_score,varchar(255),【商务配合】：报价、签证（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：报价、签证（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,quotation_visa_basis,varchar(255),【商务配合】：报价、签证-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：报价、签证-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,payment_terms_score,varchar(255),【商务配合】：付款条件（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款条件（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,payment_terms_basis,varchar(255),【商务配合】：付款条件-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：付款条件-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,payment_request_score,varchar(255),【商务配合】：请款（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：请款（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,payment_request_basis,varchar(255),【商务配合】：请款-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：请款-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,business_contract_dispute_score,varchar(255),【商务配合】：商务合同纠纷（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【商务配合】：商务合同纠纷（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,business_contract_dispute_basis,varchar(255),【商务配合】：商务合同纠纷-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【商务配合】：商务合同纠纷-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,business_evaluation_supervision,ods_yummy_business_evaluation_supervision,attachment,varchar(255),附件,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:附件路径/链接,2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,project_to_be_evaluated,varchar(255),待评分项目,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:待评分项目标识,事实表中退化维度",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,is_assessment_completed,varchar(255),是否已完成评估,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:是否已完成评估,枚举/状态类字段",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,evaluator,varchar(255),评分人员,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名+注释:评分人名称,事实表中退化维度",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,business_evaluation_total_score,varchar(255),业务评价总分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:业务评价总分,评价总分跨评价取均值",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,contract_amount,varchar(255),合同金额,可加度量,,,,,sum,元,,,,Y(初判),3,中,pending,"注释:合同金额,可跨维度求和",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,our_company_entity,varchar(255),我司主体,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:我司主体,枚举/状态类字段",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,supplier_name,varchar(255),供应商名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商名称,事实表退化维度(无独立供应商ID)",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,project_type,varchar(255),项目类型,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目类型,枚举/状态类字段",2026-04-12
yummy001,yummy,commercial_evaluation_fe,ods_yummy_commercial_evaluation_fe,project_name,varchar(255),项目名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目名称,事实表中退化维度",2026-04-12
